name,acronym,AP_location,DV_location,ML_location,avIndex
Intermediate reticular nucleus,IRN,-6.28,5.74,-0.83,979
Medulla,MY,-6.28,6.98,-0.83,936
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.28,6.71,-0.81,993
Intermediate reticular nucleus,IRN,-6.28,5.64,-0.8,979
Intermediate reticular nucleus,IRN,-6.28,5.5,-0.79,979
Intermediate reticular nucleus,IRN,-6.28,5.68,-0.79,979
Gigantocellular reticular nucleus,GRN,-6.28,6.96,-0.78,976
Intermediate reticular nucleus,IRN,-6.28,5.96,-0.77,979
Gigantocellular reticular nucleus,GRN,-6.28,6.65,-0.77,976
Intermediate reticular nucleus,IRN,-6.28,5.55,-0.76,979
Intermediate reticular nucleus,IRN,-6.28,5.63,-0.76,979
Medial vestibular nucleus,MV,-6.28,4.71,-0.75,1004
Intermediate reticular nucleus,IRN,-6.28,5.66,-0.73,979
Intermediate reticular nucleus,IRN,-6.28,5.57,-0.72,979
Intermediate reticular nucleus,IRN,-6.28,5.38,-0.71,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.28,6.76,-0.71,993
Gigantocellular reticular nucleus,GRN,-6.28,6.94,-0.72,976
Intermediate reticular nucleus,IRN,-6.28,5.96,-0.7,979
Intermediate reticular nucleus,IRN,-6.28,5.8,-0.69,979
Intermediate reticular nucleus,IRN,-6.28,5.64,-0.67,979
Gigantocellular reticular nucleus,GRN,-6.28,6.24,-0.67,976
Intermediate reticular nucleus,IRN,-6.28,5.58,-0.66,979
Intermediate reticular nucleus,IRN,-6.28,5.7,-0.66,979
Intermediate reticular nucleus,IRN,-6.28,5.78,-0.66,979
Medulla,MY,-6.28,6.95,-0.65,936
Intermediate reticular nucleus,IRN,-6.28,5.53,-0.64,979
Intermediate reticular nucleus,IRN,-6.28,5.44,-0.64,979
Intermediate reticular nucleus,IRN,-6.28,6.01,-0.63,979
Gigantocellular reticular nucleus,GRN,-6.28,6.35,-0.59,976
Gigantocellular reticular nucleus,GRN,-6.28,6.36,-0.47,976
Gigantocellular reticular nucleus,GRN,-6.28,6.59,-0.46,976
Gigantocellular reticular nucleus,GRN,-6.28,5.59,-0.44,976
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.28,5.43,-0.35,992
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.28,5.39,-0.32,992
Gigantocellular reticular nucleus,GRN,-6.28,5.93,-0.27,976
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.28,5.33,-0.26,992
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.28,5.42,-0.23,992
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.28,5.47,-0.23,992
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.28,5.34,-0.22,992
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.28,5.35,-0.16,992
Medulla,MY,-6.28,5.47,-0.13,936
Medulla,MY,-6.28,5.42,-0.09,936
Nucleus prepositus,PRP,-6.28,5.19,-0.04,997
crossed tectospinal pathway,tspc,-6.28,6.29,-0.05,1230
Nucleus raphe obscurus,RO,-6.28,6.55,0.01,1014
Nucleus raphe obscurus,RO,-6.28,6.34,0.01,1014
Nucleus raphe obscurus,RO,-6.28,6.42,0.01,1014
Nucleus raphe pallidus,RPA,-6.28,7.03,0.03,1013
Medulla,MY,-6.28,6.81,0.04,936
Medulla,MY,-6.28,6.79,0.07,936
Nucleus prepositus,PRP,-6.28,5.09,0.09,997
Nucleus prepositus,PRP,-6.28,5.25,0.11,997
crossed tectospinal pathway,tspc,-6.28,6.61,0.12,1230
Medulla,MY,-6.28,5.43,0.14,936
Gigantocellular reticular nucleus,GRN,-6.28,5.66,0.15,976
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.28,5.43,0.19,992
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.28,5.4,0.23,992
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.28,5.38,0.28,992
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.28,5.32,0.29,992
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.28,5.46,0.29,992
Gigantocellular reticular nucleus,GRN,-6.28,6.26,0.29,976
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.28,5.39,0.36,992
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.28,5.46,0.38,992
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.28,5.39,0.4,992
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.28,5.52,0.42,992
Magnocellular reticular nucleus,MARN,-6.28,6.65,0.47,985
Gigantocellular reticular nucleus,GRN,-6.28,6.16,0.54,976
Medulla,MY,-6.28,7.05,0.6,936
Gigantocellular reticular nucleus,GRN,-6.28,6.63,0.64,976
Intermediate reticular nucleus,IRN,-6.28,5.44,0.65,979
Medulla,MY,-6.28,7.03,0.67,936
Gigantocellular reticular nucleus,GRN,-6.28,6.51,0.68,976
Intermediate reticular nucleus,IRN,-6.28,6,0.69,979
Intermediate reticular nucleus,IRN,-6.28,5.48,0.7,979
Intermediate reticular nucleus,IRN,-6.28,5.85,0.7,979
Intermediate reticular nucleus,IRN,-6.28,5.52,0.71,979
Intermediate reticular nucleus,IRN,-6.28,5.68,0.71,979
Intermediate reticular nucleus,IRN,-6.28,5.46,0.75,979
Intermediate reticular nucleus,IRN,-6.28,5.57,0.74,979
Intermediate reticular nucleus,IRN,-6.28,5.91,0.75,979
Intermediate reticular nucleus,IRN,-6.28,5.85,0.76,979
Medulla,MY,-6.28,7.03,0.75,936
Intermediate reticular nucleus,IRN,-6.28,5.73,0.77,979
Medulla,MY,-6.28,7.15,0.78,936
Nucleus of the solitary tract,NTS,-6.28,5.34,0.79,949
Intermediate reticular nucleus,IRN,-6.28,5.64,0.79,979
Intermediate reticular nucleus,IRN,-6.28,5.43,0.8,979
Intermediate reticular nucleus,IRN,-6.28,5.51,0.8,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.28,6.91,0.8,993
Medulla,MY,-6.28,7.09,0.8,936
Intermediate reticular nucleus,IRN,-6.28,5.59,0.84,979
Medulla,MY,-6.28,6.99,0.83,936
Medulla,MY,-6.28,7.07,0.83,936
Medial vestibular nucleus,MV,-6.28,5.13,0.85,1004
Intermediate reticular nucleus,IRN,-6.28,5.69,0.88,979
Intermediate reticular nucleus,IRN,-6.28,5.46,0.88,979
Medulla,MY,-6.28,7.05,0.87,936
Intermediate reticular nucleus,IRN,-6.28,5.54,0.89,979
Intermediate reticular nucleus,IRN,-6.28,5.91,0.91,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.28,6.8,0.9,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.28,6.99,0.9,993
Nucleus of the solitary tract,NTS,-6.28,5.32,0.93,949
Nucleus of the solitary tract,NTS,-6.28,5.39,0.93,949
Parvicellular reticular nucleus,PARN,-6.28,5.45,0.95,989
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.28,6.73,0.93,993
Intermediate reticular nucleus,IRN,-6.28,5.75,0.95,979
Intermediate reticular nucleus,IRN,-6.28,6.07,0.95,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.28,6.88,0.95,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.28,6.97,0.95,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.28,7.01,0.96,993
Parvicellular reticular nucleus,PARN,-6.28,5.57,0.97,989
Intermediate reticular nucleus,IRN,-6.28,5.83,0.97,979
Intermediate reticular nucleus,IRN,-6.28,5.65,0.99,979
Intermediate reticular nucleus,IRN,-6.28,6.27,0.98,979
Intermediate reticular nucleus,IRN,-6.28,5.9,1,979
Intermediate reticular nucleus,IRN,-6.28,6.01,1.02,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.28,6.87,1.01,993
Nucleus of the solitary tract,NTS,-6.28,5.37,1.02,949
Intermediate reticular nucleus,IRN,-6.28,5.73,1.02,979
Nucleus of the solitary tract,NTS,-6.28,5.3,1.03,949
Parvicellular reticular nucleus,PARN,-6.28,5.58,1.04,989
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.28,6.65,1.04,993
Parvicellular reticular nucleus,PARN,-6.28,5.45,1.05,989
Parvicellular reticular nucleus,PARN,-6.28,5.53,1.05,989
Intermediate reticular nucleus,IRN,-6.28,5.85,1.06,979
Intermediate reticular nucleus,IRN,-6.28,5.96,1.09,979
Parvicellular reticular nucleus,PARN,-6.28,5.67,1.09,989
Intermediate reticular nucleus,IRN,-6.28,6.07,1.1,979
Intermediate reticular nucleus,IRN,-6.28,6.25,1.11,979
Parvicellular reticular nucleus,PARN,-6.28,5.75,1.11,989
Nucleus of the solitary tract,NTS,-6.28,5.35,1.11,949
Parvicellular reticular nucleus,PARN,-6.28,5.8,1.12,989
Intermediate reticular nucleus,IRN,-6.28,6.39,1.14,979
Parvicellular reticular nucleus,PARN,-6.28,5.82,1.16,989
Intermediate reticular nucleus,IRN,-6.28,5.95,1.16,979
Intermediate reticular nucleus,IRN,-6.28,6.21,1.16,979
Intermediate reticular nucleus,IRN,-6.28,6.02,1.17,979
Intermediate reticular nucleus,IRN,-6.28,6.1,1.2,979
Nucleus of the solitary tract,NTS,-6.28,5.18,1.2,949
Intermediate reticular nucleus,IRN,-6.28,6.26,1.21,979
Intermediate reticular nucleus,IRN,-6.28,6.35,1.22,979
Parvicellular reticular nucleus,PARN,-6.28,6.05,1.24,989
Intermediate reticular nucleus,IRN,-6.28,6.47,1.24,979
Intermediate reticular nucleus,IRN,-6.28,6.26,1.26,979
Intermediate reticular nucleus,IRN,-6.28,6.3,1.27,979
Parvicellular reticular nucleus,PARN,-6.28,6.17,1.28,989
Intermediate reticular nucleus,IRN,-6.28,6.47,1.3,979
Intermediate reticular nucleus,IRN,-6.28,6.42,1.31,979
Parvicellular reticular nucleus,PARN,-6.28,5.95,1.32,989
Nucleus of the solitary tract,NTS,-6.28,5.51,1.36,949
Nucleus ambiguus dorsal division,AMBd,-6.28,6.51,1.37,972
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.28,6.74,1.36,993
Intermediate reticular nucleus,IRN,-6.28,6.38,1.38,979
Nucleus ambiguus dorsal division,AMBd,-6.28,6.5,1.42,972
Parvicellular reticular nucleus,PARN,-6.28,6.08,1.46,989
Nucleus ambiguus dorsal division,AMBd,-6.28,6.54,1.46,972
Nucleus of the solitary tract,NTS,-6.28,5.36,1.46,949
Parvicellular reticular nucleus,PARN,-6.28,6.38,1.49,989
Parvicellular reticular nucleus,PARN,-6.28,6.49,1.48,989
Nucleus of the solitary tract,NTS,-6.28,5.28,1.51,949
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.28,5.57,1.54,956
Nucleus of the solitary tract,NTS,-6.28,5.28,1.56,949
Spinal vestibular nucleus,SPIV,-6.28,4.95,1.65,1005
Interposed nucleus,IP,-6.28,3.91,2.04,1099
Parvicellular reticular nucleus,PARN,-6.36,6.62,-1.55,989
Parvicellular reticular nucleus,PARN,-6.36,6.55,-1.52,989
Nucleus of the solitary tract,NTS,-6.36,5.29,-1.49,949
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,6.82,-1.5,993
Nucleus of the solitary tract,NTS,-6.36,5.24,-1.47,949
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,6.66,-1.45,993
Parvicellular reticular nucleus,PARN,-6.36,5.84,-1.44,989
Parvicellular reticular nucleus,PARN,-6.36,6.45,-1.44,989
Nucleus of the solitary tract,NTS,-6.36,5.33,-1.43,949
Parvicellular reticular nucleus,PARN,-6.36,5.71,-1.42,989
Spinal vestibular nucleus,SPIV,-6.36,5,-1.41,1005
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,6.75,-1.39,993
Nucleus of the solitary tract,NTS,-6.36,5.33,-1.37,949
Linear nucleus of the medulla,LIN,-6.36,6.15,-1.38,981
Parvicellular reticular nucleus,PARN,-6.36,6.31,-1.38,989
Nucleus ambiguus dorsal division,AMBd,-6.36,6.54,-1.38,972
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,7,-1.38,993
Nucleus of the solitary tract,NTS,-6.36,5.44,-1.36,949
Parvicellular reticular nucleus,PARN,-6.36,5.62,-1.35,989
Nucleus of the solitary tract,NTS,-6.36,5.24,-1.33,949
Intermediate reticular nucleus,IRN,-6.36,6.44,-1.32,979
Intermediate reticular nucleus,IRN,-6.36,6.58,-1.32,979
Intermediate reticular nucleus,IRN,-6.36,6.5,-1.31,979
Nucleus of the solitary tract,NTS,-6.36,5.37,-1.3,949
Nucleus of the solitary tract,NTS,-6.36,5.42,-1.3,949
Parvicellular reticular nucleus,PARN,-6.36,5.76,-1.3,989
Intermediate reticular nucleus,IRN,-6.36,6.32,-1.27,979
Nucleus of the solitary tract,NTS,-6.36,5.2,-1.29,949
Parvicellular reticular nucleus,PARN,-6.36,6.2,-1.28,989
Intermediate reticular nucleus,IRN,-6.36,6.46,-1.28,979
Parvicellular reticular nucleus,PARN,-6.36,5.59,-1.27,989
Intermediate reticular nucleus,IRN,-6.36,6.51,-1.27,979
Nucleus of the solitary tract,NTS,-6.36,5.43,-1.26,949
Intermediate reticular nucleus,IRN,-6.36,6.26,-1.26,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,7.01,-1.25,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,6.96,-1.24,993
Nucleus of the solitary tract,NTS,-6.36,5.4,-1.22,949
Intermediate reticular nucleus,IRN,-6.36,6.27,-1.22,979
Intermediate reticular nucleus,IRN,-6.36,6.21,-1.21,979
Intermediate reticular nucleus,IRN,-6.36,6.44,-1.19,979
Intermediate reticular nucleus,IRN,-6.36,6.58,-1.19,979
Intermediate reticular nucleus,IRN,-6.36,6.24,-1.18,979
Nucleus of the solitary tract,NTS,-6.36,5.44,-1.17,949
Parvicellular reticular nucleus,PARN,-6.36,5.81,-1.07,989
Parvicellular reticular nucleus,PARN,-6.36,5.91,-1.13,989
Intermediate reticular nucleus,IRN,-6.36,6.3,-1.13,979
Spinal vestibular nucleus,SPIV,-6.36,5.11,-1.12,1005
Parvicellular reticular nucleus,PARN,-6.36,5.56,-1.12,989
Intermediate reticular nucleus,IRN,-6.36,6.05,-1.11,979
Nucleus of the solitary tract,NTS,-6.36,5.41,-1.11,949
Intermediate reticular nucleus,IRN,-6.36,6.17,-1.1,979
Intermediate reticular nucleus,IRN,-6.36,6.28,-1.09,979
Intermediate reticular nucleus,IRN,-6.36,6.47,-1.1,979
Intermediate reticular nucleus,IRN,-6.36,6.01,-1.05,979
Intermediate reticular nucleus,IRN,-6.36,6.35,-1.08,979
Nucleus of the solitary tract,NTS,-6.36,5.36,-1.06,949
Parvicellular reticular nucleus,PARN,-6.36,5.69,-1.06,989
Intermediate reticular nucleus,IRN,-6.36,6.09,-1.06,979
Parvicellular reticular nucleus,PARN,-6.36,5.61,-1.05,989
Intermediate reticular nucleus,IRN,-6.36,6.19,-1.04,979
Parvicellular reticular nucleus,PARN,-6.36,5.76,-1.04,989
Intermediate reticular nucleus,IRN,-6.36,5.89,-1.04,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,6.92,-1.04,993
Nucleus of the solitary tract,NTS,-6.36,5.22,-1.03,949
Intermediate reticular nucleus,IRN,-6.36,6.34,-1.03,979
Intermediate reticular nucleus,IRN,-6.36,6.4,-1.03,979
Nucleus of the solitary tract,NTS,-6.36,5.4,-1.01,949
Intermediate reticular nucleus,IRN,-6.36,5.73,-1,979
Intermediate reticular nucleus,IRN,-6.36,5.86,-0.99,979
Medial vestibular nucleus,MV,-6.36,5.07,-0.97,1004
Parvicellular reticular nucleus,PARN,-6.36,5.47,-0.97,989
Intermediate reticular nucleus,IRN,-6.36,6.35,-0.98,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,6.79,-0.98,993
Intermediate reticular nucleus,IRN,-6.36,6.03,-0.97,979
Intermediate reticular nucleus,IRN,-6.36,6.25,-0.97,979
Intermediate reticular nucleus,IRN,-6.36,5.68,-0.96,979
Intermediate reticular nucleus,IRN,-6.36,5.8,-0.93,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,7.02,-0.94,993
Nucleus of the solitary tract,NTS,-6.36,5.43,-0.93,949
Intermediate reticular nucleus,IRN,-6.36,5.94,-0.93,979
Intermediate reticular nucleus,IRN,-6.36,5.61,-0.92,979
Intermediate reticular nucleus,IRN,-6.36,5.74,-0.92,979
Intermediate reticular nucleus,IRN,-6.36,5.66,-0.91,979
Intermediate reticular nucleus,IRN,-6.36,5.84,-0.89,979
Intermediate reticular nucleus,IRN,-6.36,5.72,-0.85,979
Medial vestibular nucleus,MV,-6.36,5.12,-0.88,1004
Intermediate reticular nucleus,IRN,-6.36,6.13,-0.88,979
Intermediate reticular nucleus,IRN,-6.36,6.19,-0.88,979
Intermediate reticular nucleus,IRN,-6.36,5.51,-0.86,979
Intermediate reticular nucleus,IRN,-6.36,5.89,-0.86,979
Intermediate reticular nucleus,IRN,-6.36,6.06,-0.85,979
Medulla,MY,-6.36,7.04,-0.85,936
Nucleus of the solitary tract,NTS,-6.36,5.37,-0.84,949
Intermediate reticular nucleus,IRN,-6.36,5.5,-0.8,979
Intermediate reticular nucleus,IRN,-6.36,5.66,-0.82,979
Intermediate reticular nucleus,IRN,-6.36,5.88,-0.81,979
Intermediate reticular nucleus,IRN,-6.36,5.96,-0.8,979
Nucleus of the solitary tract,NTS,-6.36,5.35,-0.79,949
Medulla,MY,-6.36,7.08,-0.8,936
Intermediate reticular nucleus,IRN,-6.36,6.06,-0.78,979
Intermediate reticular nucleus,IRN,-6.36,6.15,-0.79,979
Intermediate reticular nucleus,IRN,-6.36,5.67,-0.78,979
Intermediate reticular nucleus,IRN,-6.36,5.85,-0.78,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,6.86,-0.79,993
Medial vestibular nucleus,MV,-6.36,5.14,-0.76,1004
Medulla,MY,-6.36,7.04,-0.76,936
Intermediate reticular nucleus,IRN,-6.36,5.48,-0.74,979
Intermediate reticular nucleus,IRN,-6.36,5.39,-0.73,979
Intermediate reticular nucleus,IRN,-6.36,5.74,-0.71,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,6.73,-0.73,993
Medulla,MY,-6.36,7.02,-0.72,936
Gigantocellular reticular nucleus,GRN,-6.36,6.94,-0.71,976
Intermediate reticular nucleus,IRN,-6.36,5.56,-0.7,979
Intermediate reticular nucleus,IRN,-6.36,5.62,-0.7,979
Inferior olivary complex,IO,-6.36,7.25,-0.71,978
Intermediate reticular nucleus,IRN,-6.36,5.37,-0.69,979
Intermediate reticular nucleus,IRN,-6.36,5.67,-0.69,979
Gigantocellular reticular nucleus,GRN,-6.36,6.82,-0.68,976
Intermediate reticular nucleus,IRN,-6.36,6.14,-0.67,979
Intermediate reticular nucleus,IRN,-6.36,5.49,-0.63,979
Intermediate reticular nucleus,IRN,-6.36,5.6,-0.66,979
Intermediate reticular nucleus,IRN,-6.36,5.9,-0.66,979
Medulla,MY,-6.36,6.97,-0.66,936
Gigantocellular reticular nucleus,GRN,-6.36,6.31,-0.64,976
Inferior olivary complex,IO,-6.36,7.08,-0.62,978
Intermediate reticular nucleus,IRN,-6.36,5.58,-0.62,979
Intermediate reticular nucleus,IRN,-6.36,5.69,-0.62,979
Intermediate reticular nucleus,IRN,-6.36,5.61,-0.57,979
Medial vestibular nucleus,MV,-6.36,4.61,-0.56,1004
Inferior olivary complex,IO,-6.36,7.06,-0.52,978
Inferior olivary complex,IO,-6.36,7.2,-0.51,978
Medial vestibular nucleus,MV,-6.36,4.94,-0.5,1004
Inferior olivary complex,IO,-6.36,7.07,-0.47,978
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.36,5.45,-0.43,992
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.36,5.37,-0.34,992
Gigantocellular reticular nucleus,GRN,-6.36,5.69,-0.34,976
Gigantocellular reticular nucleus,GRN,-6.36,6.18,-0.34,976
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.36,5.34,-0.27,992
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.36,5.34,-0.14,992
Gigantocellular reticular nucleus,GRN,-6.36,6.09,0.04,976
crossed tectospinal pathway,tspc,-6.36,6.34,0.03,1230
Nucleus raphe obscurus,RO,-6.36,6.7,0.05,1014
Inferior olivary complex,IO,-6.36,6.93,0.06,978
crossed tectospinal pathway,tspc,-6.36,6.66,0.07,1230
Inferior olivary complex,IO,-6.36,6.87,0.07,978
crossed tectospinal pathway,tspc,-6.36,6.64,0.09,1230
Inferior olivary complex,IO,-6.36,6.86,0.12,978
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.36,5.39,0.17,992
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.36,5.37,0.24,992
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.36,5.4,0.28,992
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.36,5.35,0.32,992
Medial vestibular nucleus,MV,-6.36,4.91,0.35,1004
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.36,5.35,0.39,992
Gigantocellular reticular nucleus,GRN,-6.36,6.43,0.41,976
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.36,5.38,0.43,992
Gigantocellular reticular nucleus,GRN,-6.36,6.32,0.44,976
Inferior olivary complex,IO,-6.36,7.04,0.55,978
Medulla,MY,-6.36,5.36,0.6,936
Magnocellular reticular nucleus,MARN,-6.36,6.93,0.61,985
Intermediate reticular nucleus,IRN,-6.36,5.5,0.65,979
Intermediate reticular nucleus,IRN,-6.36,5.59,0.64,979
Medial vestibular nucleus,MV,-6.36,5.12,0.68,1004
Gigantocellular reticular nucleus,GRN,-6.36,6.75,0.68,976
Intermediate reticular nucleus,IRN,-6.36,5.41,0.69,979
Intermediate reticular nucleus,IRN,-6.36,5.48,0.69,979
Intermediate reticular nucleus,IRN,-6.36,5.67,0.69,979
Medulla,MY,-6.36,7.02,0.69,936
Nucleus of the solitary tract,NTS,-6.36,5.34,0.7,949
Intermediate reticular nucleus,IRN,-6.36,5.44,0.69,979
Intermediate reticular nucleus,IRN,-6.36,5.82,0.75,979
Intermediate reticular nucleus,IRN,-6.36,5.62,0.76,979
Nucleus of the solitary tract,NTS,-6.36,5.32,0.77,949
Intermediate reticular nucleus,IRN,-6.36,5.55,0.76,979
Medulla,MY,-6.36,7.13,0.76,936
Intermediate reticular nucleus,IRN,-6.36,5.87,0.78,979
Medial vestibular nucleus,MV,-6.36,5.04,0.79,1004
Nucleus of the solitary tract,NTS,-6.36,5.39,0.88,949
Intermediate reticular nucleus,IRN,-6.36,5.74,0.79,979
Intermediate reticular nucleus,IRN,-6.36,5.52,0.81,979
Intermediate reticular nucleus,IRN,-6.36,6.04,0.81,979
Medulla,MY,-6.36,7.16,0.81,936
Intermediate reticular nucleus,IRN,-6.36,5.57,0.83,979
Medulla,MY,-6.36,7.03,0.82,936
Intermediate reticular nucleus,IRN,-6.36,5.73,0.84,979
Intermediate reticular nucleus,IRN,-6.36,5.46,0.9,979
Nucleus of the solitary tract,NTS,-6.36,5.33,0.88,949
Intermediate reticular nucleus,IRN,-6.36,5.76,0.88,979
Intermediate reticular nucleus,IRN,-6.36,6.13,0.89,979
Intermediate reticular nucleus,IRN,-6.36,5.71,0.9,979
Medulla,MY,-6.36,7.06,0.9,936
Intermediate reticular nucleus,IRN,-6.36,5.55,0.91,979
Intermediate reticular nucleus,IRN,-6.36,6.09,0.91,979
Intermediate reticular nucleus,IRN,-6.36,5.62,0.92,979
Intermediate reticular nucleus,IRN,-6.36,5.79,0.92,979
Medulla,MY,-6.36,7.15,0.91,936
Medial vestibular nucleus,MV,-6.36,5.12,0.93,1004
Intermediate reticular nucleus,IRN,-6.36,5.99,0.93,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,6.8,0.93,993
Intermediate reticular nucleus,IRN,-6.36,5.74,0.95,979
Intermediate reticular nucleus,IRN,-6.36,5.9,0.94,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,7.05,0.94,993
Parvicellular reticular nucleus,PARN,-6.36,5.53,0.96,989
Intermediate reticular nucleus,IRN,-6.36,5.65,0.96,979
Intermediate reticular nucleus,IRN,-6.36,6.04,0.95,979
Intermediate reticular nucleus,IRN,-6.36,5.86,0.96,979
Intermediate reticular nucleus,IRN,-6.36,6.21,0.98,979
Intermediate reticular nucleus,IRN,-6.36,6.59,0.98,979
Nucleus of the solitary tract,NTS,-6.36,5.42,0.99,949
Nucleus of the solitary tract,NTS,-6.36,5.37,1,949
Parvicellular reticular nucleus,PARN,-6.36,5.59,1,989
Intermediate reticular nucleus,IRN,-6.36,5.95,1,979
Intermediate reticular nucleus,IRN,-6.36,6.03,1,979
Intermediate reticular nucleus,IRN,-6.36,5.76,1.01,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,6.73,1.01,993
Intermediate reticular nucleus,IRN,-6.36,6.16,1.03,979
Nucleus of the solitary tract,NTS,-6.36,5.44,1.04,949
